Bias,Excitation
0.701,0.091102
0.7,0.090976
0.699,0.090825
0.698,0.090992
0.697,0.091203
0.696,0.090723
0.695,0.091413
0.694,0.090753
0.693,0.090188
0.692,0.091687
0.691,0.091473
0.69,0.091605
0.689,0.091049
0.688,0.090713
0.687,0.091993
0.686,0.090825
0.685,0.090494
0.684,0.091764
0.683,0.091287
0.682,0.091172
0.681,0.090861
0.68,0.090204
0.679,0.090269
0.678,0.091569
0.677,0.091458
0.676,0.092084
0.675,0.090904
0.674,0.090809
0.673,0.090828
0.672,0.091464
0.671,0.090268
0.67,0.091263
0.669,0.090886
0.668,0.090677
0.667,0.091303
0.666,0.090527
0.665,0.091151
0.664,0.09045
0.663,0.091409
0.662,0.091601
0.661,0.091528
0.66,0.091237
0.659,0.090833
0.658,0.091582
0.657,0.091333
0.656,0.090932
0.655,0.091426
0.654,0.090705
0.653,0.091179
0.652,0.091269
0.651,0.0912
0.65,0.091485
0.649,0.090781
0.648,0.090572
0.647,0.09127
0.646,0.091027
0.645,0.089662
0.644,0.090084
0.643,0.090403
0.642,0.091544
0.641,0.091251
0.64,0.09052
0.639,0.09132
0.638,0.091236
0.637,0.09219
0.636,0.091509
0.635,0.089857
0.634,0.091103
0.633,0.090968
0.632,0.091183
0.631,0.090702
0.63,0.089376
0.629,0.090409
0.628,0.090826
0.627,0.090889
0.626,0.091416
0.625,0.090209
0.624,0.090608
0.623,0.090814
0.622,0.091258
0.621,0.090936
0.62,0.0909
0.619,0.090718
0.618,0.091913
0.617,0.091392
0.616,0.090827
0.615,0.089782
0.614,0.09117
0.613,0.091935
0.612,0.090932
0.611,0.091647
0.61,0.090531
0.609,0.090685
0.608,0.090625
0.607,0.091376
0.606,0.090747
0.605,0.090946
0.604,0.089913
0.603,0.090969
0.602,0.091053
0.601,0.090432
0.6,0.090342
0.599,0.090487
0.598,0.090796
0.597,0.090583
0.596,0.090635
0.595,0.09074
0.594,0.090799
0.593,0.0911
0.592,0.09117
0.591,0.09135
0.59,0.091084
0.589,0.090329
0.588,0.091824
0.587,0.091319
0.586,0.091124
0.585,0.090591
0.584,0.091611
0.583,0.090991
0.582,0.091317
0.581,0.09076
0.58,0.090029
0.579,0.090896
0.578,0.090419
0.577,0.091846
0.576,0.089947
0.575,0.090467
0.574,0.09056
0.573,0.09174
0.572,0.091173
0.571,0.09028
0.57,0.090684
0.569,0.090545
0.568,0.090519
0.567,0.091743
0.566,0.090571
0.565,0.090032
0.564,0.090406
0.563,0.090912
0.562,0.09075
0.561,0.090158
0.56,0.090103
0.559,0.090916
0.558,0.090827
0.557,0.090386
0.556,0.090857
0.555,0.091324
0.554,0.090597
0.553,0.090792
0.552,0.091382
0.551,0.090596
0.55,0.091009
0.549,0.091301
0.548,0.091804
0.547,0.09098
0.546,0.090893
0.545,0.090881
0.544,0.09081
0.543,0.091546
0.542,0.090664
0.541,0.090451
0.54,0.090715
0.539,0.091004
0.538,0.090077
0.537,0.09051
0.536,0.091248
0.535,0.090784
0.534,0.09034
0.533,0.090544
0.532,0.090946
0.531,0.090632
0.53,0.091103
0.529,0.090765
0.528,0.090713
0.527,0.091223
0.526,0.090463
0.525,0.090785
0.524,0.091214
0.523,0.090422
0.522,0.09128
0.521,0.091016
0.52,0.090054
0.519,0.090348
0.518,0.090758
0.517,0.090678
0.516,0.090574
0.515,0.090568
0.514,0.091328
0.513,0.091463
0.512,0.091
0.511,0.090275
0.51,0.090327
0.509,0.091832
0.508,0.0919
0.507,0.091204
0.506,0.090494
0.505,0.089633
0.504,0.091142
0.503,0.09075
0.502,0.090552
0.501,0.090372
0.5,0.090745
0.499,0.091503
0.498,0.090724
0.497,0.091521
0.496,0.090334
0.495,0.091062
0.494,0.090597
0.493,0.090874
0.492,0.090843
0.491,0.090117
0.49,0.090567
0.489,0.091479
0.488,0.090607
0.487,0.09058
0.486,0.090166
0.485,0.089931
0.484,0.090624
0.483,0.089999
0.482,0.091164
0.481,0.090279
0.48,0.090291
0.479,0.090477
0.478,0.090812
0.477,0.090468
0.476,0.090924
0.475,0.090799
0.474,0.091176
0.473,0.090999
0.472,0.091434
0.471,0.090347
0.47,0.090442
0.469,0.091278
0.468,0.089883
0.467,0.090758
0.466,0.090587
0.465,0.09093
0.464,0.090538
0.463,0.090936
0.462,0.090475
0.461,0.09111
0.46,0.091134
0.459,0.090899
0.458,0.091376
0.457,0.090449
0.456,0.090696
0.455,0.090139
0.454,0.090871
0.453,0.09097
0.452,0.09039
0.451,0.089465
0.45,0.090325
0.449,0.090894
0.448,0.090991
0.447,0.091353
0.446,0.090157
0.445,0.090852
0.444,0.09094
0.443,0.090766
0.442,0.091238
0.441,0.090054
0.44,0.090394
0.439,0.090536
0.438,0.090482
0.437,0.090226
0.436,0.090419
0.435,0.091498
0.434,0.091007
0.433,0.090488
0.432,0.090994
0.431,0.090342
0.43,0.090411
0.429,0.090524
0.428,0.091201
0.427,0.090878
0.426,0.09077
0.425,0.090321
0.424,0.091139
0.423,0.090826
0.422,0.090772
0.421,0.090274
0.42,0.090017
0.419,0.09013
0.418,0.0907
0.417,0.091173
0.416,0.090471
0.415,0.089816
0.414,0.089266
0.413,0.091159
0.412,0.090515
0.411,0.090298
0.41,0.090554
0.409,0.090867
0.408,0.090483
0.407,0.090509
0.406,0.090036
0.405,0.090692
0.404,0.091027
0.403,0.09121
0.402,0.090471
0.401,0.089844
0.4,0.090836
0.399,0.091125
0.398,0.09086
0.397,0.090598
0.396,0.090523
0.395,0.090537
0.394,0.091142
0.393,0.090518
0.392,0.089778
0.391,0.09047
0.39,0.090776
0.389,0.090325
0.388,0.090461
0.387,0.090465
0.386,0.09041
0.385,0.090609
0.384,0.091414
0.383,0.090877
0.382,0.090202
0.381,0.090406
0.38,0.089984
0.379,0.090863
0.378,0.090413
0.377,0.090561
0.376,0.090819
0.375,0.091225
0.374,0.090882
0.373,0.090316
0.372,0.09
0.371,0.090537
0.37,0.08994
0.369,0.09122
0.368,0.090165
0.367,0.090181
0.366,0.090581
0.365,0.090736
0.364,0.090188
0.363,0.090418
0.362,0.089913
0.361,0.090208
0.36,0.091095
0.359,0.08985
0.358,0.089882
0.357,0.089786
0.356,0.089842
0.355,0.09019
0.354,0.090402
0.353,0.09067
0.352,0.090699
0.351,0.090171
0.35,0.090221
0.349,0.090168
0.348,0.089963
0.347,0.090683
0.346,0.09089
0.345,0.090619
0.344,0.090984
0.343,0.090588
0.342,0.090454
0.341,0.090681
0.34,0.090579
0.339,0.090741
0.338,0.090142
0.337,0.090531
0.336,0.090698
0.335,0.090339
0.334,0.090805
0.333,0.091056
0.332,0.090225
0.331,0.08986
0.33,0.090342
0.329,0.090772
0.328,0.090678
0.327,0.090667
0.326,0.090737
0.325,0.091248
0.324,0.089667
0.323,0.090027
0.322,0.090565
0.321,0.090063
0.32,0.090395
0.319,0.09116
0.318,0.090089
0.317,0.08969
0.316,0.091107
0.315,0.09007
0.314,0.090701
0.313,0.089999
0.312,0.090073
0.311,0.090337
0.31,0.090788
0.309,0.090925
0.308,0.090543
0.307,0.090535
0.306,0.090245
0.305,0.091234
0.304,0.090328
0.303,0.089965
0.302,0.090263
0.301,0.090773
0.3,0.089641
0.299,0.090458
0.298,0.091209
0.297,0.090304
0.296,0.090448
0.295,0.089771
0.294,0.09041
0.293,0.090968
0.292,0.090644
0.291,0.090554
0.29,0.090918
0.289,0.090926
0.288,0.090991
0.287,0.090038
0.286,0.09007
0.285,0.090889
0.284,0.090658
0.283,0.090082
0.282,0.090306
0.281,0.090836
0.28,0.090683
0.279,0.090462
0.278,0.089818
0.277,0.090351
0.276,0.089984
0.275,0.09049
0.274,0.089591
0.273,0.090068
0.272,0.090059
0.271,0.09199
0.27,0.090418
0.269,0.090884
0.268,0.08931
0.267,0.090753
0.266,0.090432
0.265,0.090155
0.264,0.090668
0.263,0.090316
0.262,0.089783
0.261,0.089944
0.26,0.091346
0.259,0.090425
0.258,0.090011
0.257,0.090605
0.256,0.090458
0.255,0.090517
0.254,0.091309
0.253,0.090005
0.252,0.089887
0.251,0.090836
0.25,0.090657
0.249,0.089784
0.248,0.090363
0.247,0.090464
0.246,0.090438
0.245,0.090481
0.244,0.091121
0.243,0.090139
0.242,0.090438
0.241,0.09136
0.24,0.091648
0.239,0.090745
0.238,0.089655
0.237,0.090475
0.236,0.090541
0.235,0.090192
0.234,0.090193
0.233,0.090504
0.232,0.090202
0.231,0.090855
0.23,0.090556
0.229,0.090076
0.228,0.090142
0.227,0.090745
0.226,0.09003
0.225,0.089977
0.224,0.090218
0.223,0.090104
0.222,0.090469
0.221,0.090532
0.22,0.090287
0.219,0.090444
0.218,0.090407
0.217,0.09049
0.216,0.090606
0.215,0.090476
0.214,0.090415
0.213,0.089925
0.212,0.090653
0.211,0.090747
0.21,0.089885
0.209,0.090565
0.208,0.09074
0.207,0.089379
0.206,0.091165
0.205,0.090449
0.204,0.090145
0.203,0.090237
0.202,0.090044
0.201,0.090508
0.2,0.090874
0.199,0.089987
0.198,0.090453
0.197,0.090868
0.196,0.090772
0.195,0.08978
0.194,0.090534
0.193,0.089544
0.192,0.090411
0.191,0.090695
0.19,0.090082
0.189,0.090394
0.188,0.089274
0.187,0.090871
0.186,0.090162
0.185,0.090618
0.184,0.091055
0.183,0.090535
0.182,0.089868
0.181,0.089113
0.18,0.090156
0.179,0.089876
0.178,0.090027
0.177,0.089918
0.176,0.090091
0.175,0.090903
0.174,0.089976
0.173,0.090212
0.172,0.091277
0.171,0.089707
0.17,0.089941
0.169,0.090183
0.168,0.090586
0.167,0.089884
0.166,0.090006
0.165,0.091172
0.164,0.091345
0.163,0.090657
0.162,0.090178
0.161,0.090641
0.16,0.090758
0.159,0.090122
0.158,0.090619
0.157,0.090563
0.156,0.091103
0.155,0.090749
0.154,0.090237
0.153,0.089632
0.152,0.090386
0.151,0.090153
0.15,0.089593
0.149,0.089853
0.148,0.090594
0.147,0.090153
0.146,0.090065
0.145,0.090384
0.144,0.091104
0.143,0.090477
0.142,0.090701
0.141,0.089744
0.14,0.091136
0.139,0.090664
0.138,0.090215
0.137,0.090325
0.136,0.090617
0.135,0.090323
0.134,0.090487
0.133,0.090033
0.132,0.090677
0.131,0.090554
0.13,0.089983
0.129,0.09066
0.128,0.090982
0.127,0.090611
0.126,0.090331
0.125,0.090203
0.124,0.090062
0.123,0.09025
0.122,0.090239
0.121,0.089861
0.12,0.090676
0.119,0.09154
0.118,0.090085
0.117,0.090015
0.116,0.0902
0.115,0.090352
0.114,0.090303
0.113,0.090385
0.112,0.090464
0.111,0.089723
0.11,0.090395
0.109,0.090039
0.108,0.090341
0.107,0.091113
0.106,0.089695
0.105,0.090389
0.104,0.090595
0.103,0.090217
0.102,0.090297
0.101,0.089878
0.1,0.08999
0.099,0.091012
0.098,0.090541
0.097,0.090479
0.096,0.090491
0.095,0.090645
0.094,0.090098
0.093,0.089909
0.092,0.09058
0.091,0.090133
0.09,0.09032
0.089,0.090653
0.088,0.090797
0.087,0.089763
0.086,0.090271
0.085,0.09037
0.084,0.091408
0.083,0.090095
0.082,0.089563
0.081,0.089694
0.08,0.090009
0.079,0.090457
0.078,0.090527
0.077,0.090296
0.076,0.090233
0.075,0.090597
0.074,0.090247
0.073,0.090347
0.072,0.090829
0.071,0.088705
0.07,0.089991
0.069,0.090207
0.068,0.089949
0.067,0.090388
0.066,0.090426
0.065,0.090415
0.064,0.091045
0.063,0.089459
0.062,0.090177
0.061,0.090061
0.06,0.090032
0.059,0.090471
0.058,0.090016
0.057,0.090302
0.056,0.089429
0.055,0.090705
0.054,0.089946
0.053,0.090672
0.052,0.090112
0.051,0.08972
0.05,0.090433
0.049,0.090886
0.048,0.090333
0.047,0.090313
0.046,0.090589
0.045,0.090342
0.044,0.090127
0.043,0.089722
0.042,0.090926
0.041,0.089697
0.04,0.091147
0.039,0.091002
0.038,0.090567
0.037,0.09009
0.036,0.089546
0.035,0.090132
0.034,0.090452
0.033,0.089929
0.032,0.089513
0.031,0.090746
0.03,0.090019
0.029,0.089738
0.028,0.090034
0.027,0.090543
0.026,0.090244
0.025,0.091004
0.024,0.090186
0.023,0.090676
0.022,0.090509
0.021,0.08963
0.02,0.09073
0.019,0.090768
0.018,0.090733
0.017,0.090262
0.016,0.089652
0.015,0.089912
0.014,0.09037
0.013,0.090242
0.012,0.090445
0.011,0.08993
0.01,0.089993
0.009,0.090304
0.008,0.090444
0.007,0.090052
0.006,0.089494
0.005,0.090482
0.004,0.089542
0.003,0.090451
0.002,0.089634
0.001,0.089515
0,0.090269
-0.001,0.090817
-0.002,0.090267
-0.003,0.090593
-0.004,0.09021
-0.005,0.090481
-0.006,0.091188
-0.007,0.090571
-0.008,0.090752
-0.009,0.090359
-0.01,0.090717
-0.011,0.090351
-0.012,0.090717
-0.013,0.090331
-0.014,0.089926
-0.015,0.089626
-0.016,0.091023
-0.017,0.090067
-0.018,0.089569
-0.019,0.09034
-0.02,0.090964
-0.021,0.091029
-0.022,0.090335
-0.023,0.089626
-0.024,0.090298
-0.025,0.090825
-0.026,0.09071
-0.027,0.090486
-0.028,0.090062
-0.029,0.088735
-0.03,0.090228
-0.031,0.090685
-0.032,0.089614
-0.033,0.090165
-0.034,0.089766
-0.035,0.091403
-0.036,0.090206
-0.037,0.090374
-0.038,0.090257
-0.039,0.090182
-0.04,0.090392
-0.041,0.089809
-0.042,0.09053
-0.043,0.090601
-0.044,0.089604
-0.045,0.089998
-0.046,0.089744
-0.047,0.090246
-0.048,0.090689
-0.049,0.090465
-0.05,0.089667
-0.051,0.091404
-0.052,0.091257
-0.053,0.089967
-0.054,0.090051
-0.055,0.090642
-0.056,0.090869
-0.057,0.090518
-0.058,0.089703
-0.059,0.090218
-0.06,0.090871
-0.061,0.090017
-0.062,0.090434
-0.063,0.089988
-0.064,0.090832
-0.065,0.089923
-0.066,0.090626
-0.067,0.090508
-0.068,0.090414
-0.069,0.090355
-0.07,0.09041
-0.071,0.089791
-0.072,0.090395
-0.073,0.090031
-0.074,0.090615
-0.075,0.090312
-0.076,0.090267
-0.077,0.089509
-0.078,0.090014
-0.079,0.090419
-0.08,0.090671
-0.081,0.090172
-0.082,0.089758
-0.083,0.090161
-0.084,0.090326
-0.085,0.090454
-0.086,0.08997
-0.087,0.090367
-0.088,0.091155
-0.089,0.090186
-0.09,0.09035
-0.091,0.090757
-0.092,0.090165
-0.093,0.089972
-0.094,0.09037
-0.095,0.09098
-0.096,0.090258
-0.097,0.090694
-0.098,0.090129
-0.099,0.09046
-0.1,0.090011
-0.101,0.090861
-0.102,0.089606
-0.103,0.090321
-0.104,0.089743
-0.105,0.090807
-0.106,0.090163
-0.107,0.089625
-0.108,0.089229
-0.109,0.091263
-0.11,0.090241
-0.111,0.090667
-0.112,0.090294
-0.113,0.090214
-0.114,0.090577
-0.115,0.089101
-0.116,0.090072
-0.117,0.089667
-0.118,0.090093
-0.119,0.089919
-0.12,0.090934
-0.121,0.089728
-0.122,0.08989
-0.123,0.089843
-0.124,0.09072
-0.125,0.091204
-0.126,0.090405
-0.127,0.089913
-0.128,0.090053
-0.129,0.090493
-0.13,0.090476
-0.131,0.090196
-0.132,0.090249
-0.133,0.090311
-0.134,0.090569
-0.135,0.089971
-0.136,0.09137
-0.137,0.089938
-0.138,0.090701
-0.139,0.090506
-0.14,0.090492
-0.141,0.09058
-0.142,0.090109
-0.143,0.090787
-0.144,0.090552
-0.145,0.090749
-0.146,0.090387
-0.147,0.090023
-0.148,0.090074
-0.149,0.091093
-0.15,0.090435
-0.151,0.09112
-0.152,0.090011
-0.153,0.089866
-0.154,0.091253
-0.155,0.090758
-0.156,0.090965
-0.157,0.089634
-0.158,0.089845
-0.159,0.090672
-0.16,0.090004
-0.161,0.091129
-0.162,0.090009
-0.163,0.090039
-0.164,0.090657
-0.165,0.091258
-0.166,0.090278
-0.167,0.090416
-0.168,0.090517
-0.169,0.091064
-0.17,0.091342
-0.171,0.090778
-0.172,0.090399
-0.173,0.090332
-0.174,0.090432
-0.175,0.090195
-0.176,0.090455
-0.177,0.091077
-0.178,0.089831
-0.179,0.090339
-0.18,0.090206
-0.181,0.089945
-0.182,0.0907
-0.183,0.090729
-0.184,0.091486
-0.185,0.09046
-0.186,0.090636
-0.187,0.090118
-0.188,0.089621
-0.189,0.090356
-0.19,0.090614
-0.191,0.090527
-0.192,0.090158
-0.193,0.090392
-0.194,0.090442
-0.195,0.08941
-0.196,0.090367
-0.197,0.09
-0.198,0.089805
-0.199,0.090474
-0.2,0.090966
-0.201,0.09102
-0.202,0.090229
-0.203,0.090115
-0.204,0.09059
-0.205,0.090555
-0.206,0.089991
-0.207,0.089629
-0.208,0.09075
-0.209,0.091057
-0.21,0.090306
-0.211,0.090689
-0.212,0.09072
-0.213,0.090816
-0.214,0.090874
-0.215,0.090731
-0.216,0.090643
-0.217,0.090638
-0.218,0.090391
-0.219,0.091337
-0.22,0.090872
-0.221,0.090883
-0.222,0.090307
-0.223,0.090699
-0.224,0.09097
-0.225,0.090627
-0.226,0.09009
-0.227,0.090556
-0.228,0.090252
-0.229,0.090643
-0.23,0.090288
-0.231,0.090016
-0.232,0.090287
-0.233,0.09002
-0.234,0.090366
-0.235,0.090018
-0.236,0.090861
-0.237,0.090209
-0.238,0.090013
-0.239,0.089372
-0.24,0.091179
-0.241,0.09016
-0.242,0.089896
-0.243,0.090284
-0.244,0.09079
-0.245,0.091312
-0.246,0.090381
-0.247,0.090356
-0.248,0.090039
-0.249,0.090903
-0.25,0.090527
-0.251,0.090427
-0.252,0.090521
-0.253,0.0904
-0.254,0.090645
-0.255,0.090243
-0.256,0.090605
-0.257,0.089382
-0.258,0.089848
-0.259,0.09086
-0.26,0.089184
-0.261,0.090384
-0.262,0.091276
-0.263,0.091196
-0.264,0.090895
-0.265,0.09049
-0.266,0.090561
-0.267,0.090414
-0.268,0.090537
-0.269,0.091197
-0.27,0.090257
-0.271,0.089561
-0.272,0.090277
-0.273,0.089691
-0.274,0.09083
-0.275,0.09094
-0.276,0.090874
-0.277,0.090122
-0.278,0.09043
-0.279,0.090596
-0.28,0.090362
-0.281,0.089725
-0.282,0.090674
-0.283,0.090423
-0.284,0.090412
-0.285,0.090583
-0.286,0.090025
-0.287,0.090331
-0.288,0.09015
-0.289,0.090197
-0.29,0.090757
-0.291,0.090164
-0.292,0.090297
-0.293,0.090376
-0.294,0.090978
-0.295,0.09046
-0.296,0.090281
-0.297,0.089753
-0.298,0.090608
-0.299,0.091243
-0.3,0.090302
-0.301,0.090732
-0.302,0.090135
-0.303,0.090247
-0.304,0.090385
-0.305,0.090248
-0.306,0.089524
-0.307,0.089239
-0.308,0.089911
-0.309,0.090747
-0.31,0.09057
-0.311,0.089709
-0.312,0.089977
-0.313,0.090182
-0.314,0.089643
-0.315,0.090039
-0.316,0.090658
-0.317,0.090642
-0.318,0.090802
-0.319,0.091083
-0.32,0.089891
-0.321,0.089494
-0.322,0.089666
-0.323,0.090363
-0.324,0.090908
-0.325,0.090336
-0.326,0.090005
-0.327,0.089406
-0.328,0.090397
-0.329,0.090095
-0.33,0.090444
-0.331,0.090078
-0.332,0.089926
-0.333,0.0909
-0.334,0.091066
-0.335,0.090831
-0.336,0.089653
-0.337,0.089641
-0.338,0.08968
-0.339,0.090142
-0.34,0.090906
-0.341,0.090669
-0.342,0.090405
-0.343,0.090302
-0.344,0.090566
-0.345,0.090667
-0.346,0.089737
-0.347,0.090158
-0.348,0.090178
-0.349,0.090784
-0.35,0.091024
-0.351,0.090307
-0.352,0.090439
-0.353,0.089976
-0.354,0.090397
-0.355,0.090334
-0.356,0.090068
-0.357,0.090318
-0.358,0.090039
-0.359,0.09024
-0.36,0.090771
-0.361,0.090539
-0.362,0.090148
-0.363,0.090415
-0.364,0.090079
-0.365,0.090192
-0.366,0.090436
-0.367,0.090203
-0.368,0.090092
-0.369,0.090334
-0.37,0.091379
-0.371,0.090729
-0.372,0.089908
-0.373,0.090235
-0.374,0.090674
-0.375,0.090125
-0.376,0.09106
-0.377,0.089579
-0.378,0.090246
-0.379,0.090318
-0.38,0.090351
-0.381,0.090166
-0.382,0.090254
-0.383,0.090273
-0.384,0.090215
-0.385,0.090478
-0.386,0.090858
-0.387,0.090227
-0.388,0.08996
-0.389,0.090131
-0.39,0.090003
-0.391,0.090135
-0.392,0.089316
-0.393,0.090189
-0.394,0.091078
-0.395,0.089906
-0.396,0.090121
-0.397,0.089808
-0.398,0.090634
-0.399,0.090462
-0.4,0.089995
-0.401,0.09036
-0.402,0.090661
-0.403,0.089648
-0.404,0.090606
-0.405,0.090395
-0.406,0.090194
-0.407,0.08996
-0.408,0.09008
-0.409,0.090612
-0.41,0.090349
-0.411,0.090792
-0.412,0.090071
-0.413,0.090032
-0.414,0.091229
-0.415,0.090566
-0.416,0.08972
-0.417,0.090501
-0.418,0.090337
-0.419,0.090917
-0.42,0.089633
-0.421,0.090436
-0.422,0.090458
-0.423,0.09025
-0.424,0.090548
-0.425,0.09084
-0.426,0.090699
-0.427,0.089115
-0.428,0.090028
-0.429,0.08986
-0.43,0.090048
-0.431,0.090895
-0.432,0.090806
-0.433,0.090699
-0.434,0.089813
-0.435,0.090289
-0.436,0.0906
-0.437,0.089182
-0.438,0.09053
-0.439,0.090183
-0.44,0.090347
-0.441,0.090527
-0.442,0.091029
-0.443,0.08977
-0.444,0.089716
-0.445,0.090286
-0.446,0.090123
-0.447,0.08947
-0.448,0.089972
-0.449,0.089971
-0.45,0.090911
-0.451,0.089999
-0.452,0.090536
-0.453,0.090314
-0.454,0.090098
-0.455,0.090506
-0.456,0.090424
-0.457,0.090569
-0.458,0.090657
-0.459,0.090541
-0.46,0.090474
-0.461,0.090584
-0.462,0.090093
-0.463,0.089911
-0.464,0.090343
-0.465,0.09108
-0.466,0.089916
-0.467,0.090677
-0.468,0.091515
-0.469,0.09013
-0.47,0.089977
-0.471,0.090155
-0.472,0.089897
-0.473,0.090323
-0.474,0.091213
-0.475,0.089854
-0.476,0.09053
-0.477,0.09064
-0.478,0.090689
-0.479,0.090466
-0.48,0.090232
-0.481,0.090071
-0.482,0.089584
-0.483,0.090874
-0.484,0.08978
-0.485,0.089975
-0.486,0.090726
-0.487,0.09028
-0.488,0.090666
-0.489,0.090319
-0.49,0.090397
-0.491,0.089598
-0.492,0.09111
-0.493,0.090157
-0.494,0.089442
-0.495,0.089827
-0.496,0.091157
-0.497,0.089796
-0.498,0.090436
-0.499,0.090574
-0.5,0.089516
-0.501,0.09013
-0.502,0.090073
-0.503,0.090082
-0.504,0.090673
-0.505,0.089892
-0.506,0.08993
-0.507,0.090776
-0.508,0.090063
-0.509,0.090474
-0.51,0.090635
-0.511,0.089952
-0.512,0.091002
-0.513,0.09056
-0.514,0.089578
-0.515,0.090185
-0.516,0.089921
-0.517,0.090476
-0.518,0.090194
-0.519,0.089074
-0.52,0.090344
-0.521,0.089569
-0.522,0.090596
-0.523,0.090225
-0.524,0.089973
-0.525,0.090102
-0.526,0.090747
-0.527,0.090096
-0.528,0.090009
-0.529,0.090156
-0.53,0.090285
-0.531,0.090288
-0.532,0.089936
-0.533,0.089911
-0.534,0.089806
-0.535,0.089793
-0.536,0.090188
-0.537,0.090139
-0.538,0.090587
-0.539,0.090243
-0.54,0.090504
-0.541,0.089679
-0.542,0.090023
-0.543,0.090772
-0.544,0.089104
-0.545,0.089727
-0.546,0.089913
-0.547,0.090057
-0.548,0.090655
-0.549,0.089895
-0.55,0.089711
-0.551,0.089832
-0.552,0.090109
-0.553,0.090678
-0.554,0.090119
-0.555,0.089699
-0.556,0.090347
-0.557,0.09045
-0.558,0.090477
-0.559,0.089429
-0.56,0.090357
-0.561,0.090184
-0.562,0.08963
