Bias,Excitation
-1.782,0.092386
-1.783,0.093979
-1.784,0.093526
-1.785,0.092911
-1.786,0.093309
-1.787,0.093408
-1.788,0.093762
-1.789,0.093644
-1.79,0.093789
-1.791,0.093885
-1.792,0.093414
-1.793,0.094257
-1.794,0.093921
-1.795,0.093437
-1.796,0.094253
-1.797,0.092347
-1.798,0.093234
-1.799,0.093201
-1.8,0.092991
-1.801,0.094222
-1.802,0.094051
-1.803,0.093374
-1.804,0.093844
-1.805,0.09386
-1.806,0.094092
-1.807,0.093493
-1.808,0.093355
-1.809,0.093356
-1.81,0.093485
-1.811,0.092861
-1.812,0.092956
-1.813,0.093265
-1.814,0.093736
-1.815,0.093675
-1.816,0.09306
-1.817,0.09339
-1.818,0.09288
-1.819,0.093695
-1.82,0.093848
-1.821,0.093441
-1.822,0.093537
-1.823,0.092903
-1.824,0.094233
-1.825,0.094671
-1.826,0.093618
-1.827,0.092876
-1.828,0.093557
-1.829,0.094106
-1.83,0.093514
-1.831,0.093624
-1.832,0.093869
-1.833,0.094225
-1.834,0.093598
-1.835,0.093397
-1.836,0.093645
-1.837,0.093185
-1.838,0.094047
-1.839,0.093245
-1.84,0.093877
-1.841,0.092745
-1.842,0.09333
-1.843,0.093244
-1.844,0.094324
-1.845,0.093431
-1.846,0.094023
-1.847,0.092591
-1.848,0.094032
-1.849,0.094267
-1.85,0.093794
-1.851,0.094523
-1.852,0.093304
-1.853,0.094154
-1.854,0.094802
-1.855,0.093291
-1.856,0.093297
-1.857,0.09312
-1.858,0.093331
-1.859,0.09422
-1.86,0.093423
-1.861,0.094043
-1.862,0.093522
-1.863,0.093384
-1.864,0.093474
-1.865,0.092361
-1.866,0.094307
-1.867,0.09361
-1.868,0.093338
-1.869,0.093502
-1.87,0.093991
-1.871,0.094288
-1.872,0.093613
-1.873,0.093408
-1.874,0.093375
-1.875,0.093607
-1.876,0.094291
-1.877,0.094021
-1.878,0.093641
-1.879,0.093466
-1.88,0.093323
-1.881,0.094429
-1.882,0.093759
-1.883,0.094484
-1.884,0.093439
-1.885,0.094539
-1.886,0.093057
-1.887,0.093791
-1.888,0.093365
-1.889,0.09472
-1.89,0.09342
-1.891,0.093483
-1.892,0.093972
-1.893,0.092171
-1.894,0.094455
-1.895,0.093716
-1.896,0.094071
-1.897,0.093456
-1.898,0.09359
-1.899,0.093678
-1.9,0.093181
-1.901,0.092961
-1.902,0.093413
-1.903,0.09319
-1.904,0.093635
-1.905,0.093442
-1.906,0.093979
-1.907,0.093718
-1.908,0.093596
-1.909,0.093546
-1.91,0.093971
-1.911,0.094658
-1.912,0.09333
-1.913,0.093768
-1.914,0.093407
-1.915,0.093429
-1.916,0.093736
-1.917,0.094396
-1.918,0.094191
-1.919,0.093709
-1.92,0.094597
-1.921,0.095058
-1.922,0.093495
-1.923,0.09341
-1.924,0.092918
-1.925,0.093594
-1.926,0.094141
-1.927,0.093646
-1.928,0.093558
-1.929,0.094187
-1.93,0.093745
-1.931,0.093557
-1.932,0.093709
-1.933,0.093225
-1.934,0.094588
-1.935,0.093882
-1.936,0.093421
-1.937,0.093617
-1.938,0.093034
-1.939,0.093047
-1.94,0.093676
-1.941,0.094274
-1.942,0.094568
-1.943,0.093422
-1.944,0.093686
-1.945,0.094396
-1.946,0.093351
-1.947,0.092719
-1.948,0.093143
-1.949,0.093389
-1.95,0.094511
-1.951,0.09448
-1.952,0.093568
-1.953,0.093599
-1.954,0.093489
-1.955,0.093881
-1.956,0.094995
-1.957,0.093869
-1.958,0.092988
-1.959,0.093655
-1.96,0.094157
-1.961,0.094156
-1.962,0.093911
-1.963,0.09327
-1.964,0.093565
-1.965,0.094602
-1.966,0.09378
-1.967,0.094041
-1.968,0.094327
-1.969,0.093354
-1.97,0.093369
-1.971,0.094148
-1.972,0.094685
-1.973,0.093776
-1.974,0.093573
-1.975,0.094037
-1.976,0.094191
-1.977,0.092926
-1.978,0.093524
-1.979,0.093261
-1.98,0.094116
-1.981,0.094261
-1.982,0.093804
-1.983,0.093553
-1.984,0.094331
-1.985,0.094242
-1.986,0.094833
-1.987,0.095021
-1.988,0.093711
-1.989,0.09431
-1.99,0.094819
-1.991,0.094451
-1.992,0.093742
-1.993,0.092805
-1.994,0.093696
-1.995,0.093355
-1.996,0.094534
-1.997,0.094009
-1.998,0.094627
-1.999,0.093885
-2,0.093666
-2.001,0.094847
-2.002,0.093331
-2.003,0.094186
-2.004,0.093432
-2.005,0.09262
-2.006,0.094365
-2.007,0.093799
-2.008,0.093642
-2.009,0.093469
-2.01,0.09369
-2.011,0.094066
-2.012,0.093339
-2.013,0.094072
-2.014,0.093561
-2.015,0.093829
-2.016,0.094478
-2.017,0.093851
-2.018,0.094472
-2.019,0.094463
-2.02,0.094274
-2.021,0.09414
-2.022,0.092612
-2.023,0.094008
-2.024,0.09347
-2.025,0.094662
-2.026,0.094627
-2.027,0.093894
-2.028,0.093787
-2.029,0.093442
-2.03,0.094651
-2.031,0.094225
-2.032,0.093671
-2.033,0.094079
-2.034,0.094355
-2.035,0.09402
-2.036,0.093982
-2.037,0.093394
-2.038,0.094443
-2.039,0.094134
-2.04,0.094425
-2.041,0.094705
-2.042,0.094515
-2.043,0.093451
-2.044,0.09382
-2.045,0.094643
-2.046,0.094544
-2.047,0.094854
-2.048,0.093888
-2.049,0.09474
-2.05,0.094251
-2.051,0.093827
-2.052,0.094251
-2.053,0.093648
-2.054,0.093264
-2.055,0.094911
-2.056,0.093786
-2.057,0.094579
-2.058,0.094259
-2.059,0.09409
-2.06,0.093742
-2.061,0.094145
-2.062,0.093263
-2.063,0.09372
-2.064,0.094245
-2.065,0.093676
-2.066,0.093629
-2.067,0.094254
-2.068,0.093491
-2.069,0.093566
-2.07,0.093523
-2.071,0.093902
-2.072,0.094166
-2.073,0.09419
-2.074,0.093116
-2.075,0.093467
-2.076,0.094834
-2.077,0.095033
-2.078,0.093735
-2.079,0.093264
-2.08,0.093362
-2.081,0.093749
-2.082,0.093378
-2.083,0.093961
-2.084,0.094114
-2.085,0.094137
-2.086,0.094562
-2.087,0.09442
-2.088,0.094214
-2.089,0.094251
-2.09,0.093252
-2.091,0.093533
-2.092,0.094228
-2.093,0.093529
-2.094,0.094085
-2.095,0.094926
-2.096,0.09488
-2.097,0.094139
-2.098,0.093193
-2.099,0.093498
-2.1,0.093402
-2.101,0.094189
-2.102,0.093116
-2.103,0.093322
-2.104,0.094593
-2.105,0.093946
-2.106,0.095063
-2.107,0.092977
-2.108,0.094393
-2.109,0.094159
-2.11,0.093905
-2.111,0.095048
-2.112,0.094253
-2.113,0.093897
-2.114,0.093819
-2.115,0.094288
-2.116,0.093885
-2.117,0.093438
-2.118,0.093533
-2.119,0.093434
-2.12,0.094579
-2.121,0.095073
-2.122,0.094649
-2.123,0.095167
-2.124,0.094322
-2.125,0.094328
-2.126,0.094055
-2.127,0.09418
-2.128,0.094047
-2.129,0.093713
-2.13,0.095329
-2.131,0.094873
-2.132,0.094792
-2.133,0.094473
-2.134,0.094159
-2.135,0.09325
-2.136,0.093818
-2.137,0.094061
-2.138,0.094684
-2.139,0.093684
-2.14,0.095058
-2.141,0.095105
-2.142,0.09407
-2.143,0.094317
-2.144,0.094263
-2.145,0.093635
-2.146,0.093216
-2.147,0.094074
-2.148,0.094659
-2.149,0.093753
-2.15,0.094117
-2.151,0.094113
-2.152,0.093722
-2.153,0.093827
-2.154,0.09359
-2.155,0.093594
-2.156,0.094705
-2.157,0.093698
-2.158,0.094873
-2.159,0.094586
-2.16,0.094241
-2.161,0.095306
-2.162,0.094457
-2.163,0.094096
-2.164,0.094821
-2.165,0.094219
-2.166,0.093868
-2.167,0.093679
-2.168,0.09507
-2.169,0.093432
-2.17,0.094195
-2.171,0.094767
-2.172,0.094394
-2.173,0.094243
-2.174,0.093966
-2.175,0.093782
-2.176,0.095445
-2.177,0.094132
-2.178,0.094433
-2.179,0.094071
-2.18,0.093785
-2.181,0.094807
-2.182,0.093993
-2.183,0.094906
-2.184,0.093772
-2.185,0.094014
-2.186,0.093921
-2.187,0.094376
-2.188,0.094025
-2.189,0.094353
-2.19,0.094439
-2.191,0.093927
-2.192,0.094184
-2.193,0.094867
-2.194,0.093987
-2.195,0.094132
-2.196,0.09478
-2.197,0.094325
-2.198,0.093675
-2.199,0.094711
-2.2,0.095081
-2.201,0.095467
-2.202,0.094211
-2.203,0.094369
-2.204,0.0952
-2.205,0.094148
-2.206,0.094526
-2.207,0.09464
-2.208,0.094113
-2.209,0.094868
-2.21,0.094061
-2.211,0.095323
-2.212,0.093355
-2.213,0.094744
-2.214,0.094318
-2.215,0.094175
-2.216,0.094126
-2.217,0.094258
-2.218,0.094516
-2.219,0.095131
-2.22,0.095022
-2.221,0.094797
-2.222,0.093771
-2.223,0.094577
-2.224,0.095017
-2.225,0.094146
-2.226,0.093985
-2.227,0.094366
-2.228,0.095145
-2.229,0.094886
-2.23,0.094362
-2.231,0.094664
-2.232,0.09476
-2.233,0.094127
-2.234,0.09339
-2.235,0.094554
-2.236,0.094066
-2.237,0.093476
-2.238,0.093575
-2.239,0.094677
-2.24,0.094169
-2.241,0.09516
-2.242,0.094799
-2.243,0.093852
-2.244,0.094662
-2.245,0.094167
-2.246,0.094883
-2.247,0.094355
-2.248,0.094724
-2.249,0.095013
-2.25,0.094584
-2.251,0.094241
-2.252,0.094076
-2.253,0.093794
-2.254,0.094244
-2.255,0.095453
-2.256,0.094483
-2.257,0.094358
-2.258,0.093794
-2.259,0.095124
-2.26,0.094354
-2.261,0.094395
-2.262,0.093955
-2.263,0.09427
-2.264,0.094901
-2.265,0.095274
-2.266,0.095549
-2.267,0.093986
-2.268,0.093441
-2.269,0.094574
-2.27,0.0935
-2.271,0.095185
-2.272,0.094107
-2.273,0.094435
-2.274,0.094563
-2.275,0.093918
-2.276,0.094743
-2.277,0.094393
-2.278,0.094822
-2.279,0.09452
-2.28,0.094991
-2.281,0.095036
-2.282,0.093971
-2.283,0.094134
-2.284,0.09404
-2.285,0.095041
-2.286,0.093798
-2.287,0.09465
-2.288,0.094279
-2.289,0.094293
-2.29,0.09461
-2.291,0.095432
-2.292,0.094446
-2.293,0.094308
-2.294,0.095143
-2.295,0.095102
-2.296,0.095259
-2.297,0.094097
-2.298,0.093816
-2.299,0.094277
-2.3,0.095127
-2.301,0.094918
-2.302,0.093511
-2.303,0.095215
-2.304,0.094927
-2.305,0.094223
-2.306,0.095171
-2.307,0.095143
-2.308,0.094324
-2.309,0.093807
-2.31,0.094707
-2.311,0.095039
-2.312,0.094265
-2.313,0.09537
-2.314,0.095588
-2.315,0.095498
-2.316,0.094712
-2.317,0.09546
-2.318,0.094637
-2.319,0.095036
-2.32,0.094753
-2.321,0.095117
-2.322,0.094631
-2.323,0.09504
-2.324,0.09449
-2.325,0.094998
-2.326,0.093973
-2.327,0.093544
-2.328,0.09342
-2.329,0.094862
-2.33,0.09532
-2.331,0.094427
-2.332,0.094229
-2.333,0.094683
-2.334,0.095366
-2.335,0.09468
-2.336,0.095563
-2.337,0.094936
-2.338,0.093928
-2.339,0.094934
-2.34,0.094552
-2.341,0.09541
-2.342,0.094761
-2.343,0.094547
-2.344,0.094923
-2.345,0.094555
-2.346,0.094784
-2.347,0.094961
-2.348,0.095006
-2.349,0.094824
-2.35,0.094415
-2.351,0.094922
-2.352,0.094053
-2.353,0.094198
-2.354,0.094683
-2.355,0.094142
-2.356,0.094476
-2.357,0.094449
-2.358,0.094309
-2.359,0.094888
-2.36,0.095257
-2.361,0.094772
-2.362,0.094548
-2.363,0.095204
-2.364,0.095426
-2.365,0.095036
-2.366,0.094729
-2.367,0.094795
-2.368,0.093573
-2.369,0.094378
-2.37,0.095708
-2.371,0.094416
-2.372,0.094648
-2.373,0.094938
-2.374,0.094516
-2.375,0.094364
-2.376,0.094826
-2.377,0.09422
-2.378,0.095281
-2.379,0.094201
-2.38,0.095072
-2.381,0.094126
-2.382,0.094791
-2.383,0.094575
-2.384,0.094724
-2.385,0.095033
-2.386,0.094962
-2.387,0.095409
-2.388,0.094657
-2.389,0.094834
-2.39,0.094658
-2.391,0.095392
-2.392,0.093891
-2.393,0.094063
-2.394,0.094398
-2.395,0.095143
-2.396,0.095684
-2.397,0.095201
-2.398,0.095204
-2.399,0.094474
-2.4,0.095229
-2.401,0.096057
-2.402,0.095261
-2.403,0.094727
-2.404,0.094792
-2.405,0.094422
-2.406,0.094892
-2.407,0.095577
-2.408,0.094669
-2.409,0.094422
-2.41,0.094892
-2.411,0.093873
-2.412,0.093344
-2.413,0.095131
-2.414,0.095773
-2.415,0.095051
-2.416,0.095963
-2.417,0.095615
-2.418,0.09502
-2.419,0.094814
-2.42,0.09628
-2.421,0.096094
-2.422,0.095397
-2.423,0.095352
-2.424,0.094709
-2.425,0.095521
-2.426,0.095209
-2.427,0.095262
-2.428,0.094327
-2.429,0.094601
-2.43,0.094469
-2.431,0.095577
-2.432,0.095505
-2.433,0.094487
-2.434,0.09518
-2.435,0.094344
-2.436,0.095513
-2.437,0.094498
-2.438,0.095002
-2.439,0.096137
-2.44,0.095316
-2.441,0.096208
-2.442,0.09498
-2.443,0.095334
-2.444,0.094603
-2.445,0.095486
-2.446,0.095058
-2.447,0.095254
-2.448,0.094056
-2.449,0.094436
-2.45,0.096176
-2.451,0.096002
-2.452,0.094801
-2.453,0.094867
-2.454,0.09562
-2.455,0.09491
-2.456,0.095883
-2.457,0.094991
-2.458,0.095763
-2.459,0.096222
-2.46,0.096091
-2.461,0.095042
-2.462,0.095137
-2.463,0.094336
-2.464,0.094497
-2.465,0.095868
-2.466,0.095641
-2.467,0.095681
-2.468,0.095366
-2.469,0.094713
-2.47,0.096176
-2.471,0.095409
-2.472,0.096119
-2.473,0.095493
-2.474,0.095033
-2.475,0.095482
-2.476,0.094541
-2.477,0.095187
-2.478,0.094458
-2.479,0.095362
-2.48,0.096577
-2.481,0.095338
-2.482,0.094602
-2.483,0.094547
-2.484,0.095021
-2.485,0.095509
-2.486,0.095809
-2.487,0.095079
-2.488,0.095736
-2.489,0.095316
-2.49,0.095675
-2.491,0.095944
-2.492,0.095597
-2.493,0.09495
-2.494,0.094564
-2.495,0.094933
-2.496,0.096129
-2.497,0.095208
-2.498,0.094986
-2.499,0.095068
-2.5,0.095177
-2.501,0.096777
-2.502,0.0953
-2.503,0.095072
-2.504,0.095087
-2.505,0.094862
-2.506,0.094585
-2.507,0.095582
-2.508,0.095333
-2.509,0.095615
-2.51,0.096034
-2.511,0.095947
-2.512,0.095187
-2.513,0.094678
-2.514,0.095802
-2.515,0.095227
-2.516,0.09511
-2.517,0.096076
-2.518,0.095631
-2.519,0.095234
-2.52,0.095441
-2.521,0.09565
-2.522,0.095637
-2.523,0.095129
-2.524,0.096164
-2.525,0.096045
-2.526,0.096516
-2.527,0.095085
-2.528,0.094315
-2.529,0.095188
-2.53,0.096377
-2.531,0.096849
-2.532,0.095444
-2.533,0.095362
-2.534,0.09553
-2.535,0.095796
-2.536,0.095636
-2.537,0.094335
-2.538,0.095791
-2.539,0.095488
-2.54,0.094576
-2.541,0.095792
-2.542,0.095036
-2.543,0.096063
-2.544,0.096024
-2.545,0.094461
-2.546,0.096186
-2.547,0.094452
-2.548,0.095728
-2.549,0.095339
-2.55,0.095409
-2.551,0.096968
-2.552,0.096393
-2.553,0.095505
-2.554,0.096234
-2.555,0.094985
-2.556,0.096448
-2.557,0.095185
-2.558,0.095115
-2.559,0.095789
-2.56,0.095778
-2.561,0.095587
-2.562,0.095299
-2.563,0.095512
-2.564,0.095074
-2.565,0.095615
-2.566,0.095744
-2.567,0.095917
-2.568,0.095587
-2.569,0.096585
-2.57,0.095121
-2.571,0.0967
-2.572,0.096443
-2.573,0.095807
-2.574,0.096663
-2.575,0.09631
-2.576,0.096589
-2.577,0.095508
-2.578,0.095119
-2.579,0.096165
-2.58,0.096342
-2.581,0.095813
-2.582,0.095813
-2.583,0.095495
-2.584,0.097041
-2.585,0.09597
-2.586,0.096305
-2.587,0.096264
-2.588,0.09607
-2.589,0.095923
-2.59,0.096156
-2.591,0.096014
-2.592,0.097109
-2.593,0.096474
-2.594,0.095558
-2.595,0.096513
-2.596,0.095801
-2.597,0.09545
-2.598,0.09546
-2.599,0.09526
-2.6,0.095862
-2.601,0.096446
-2.602,0.095576
-2.603,0.09587
-2.604,0.095475
-2.605,0.096192
-2.606,0.095643
-2.607,0.095118
-2.608,0.095413
-2.609,0.095383
-2.61,0.096715
-2.611,0.096205
-2.612,0.095454
-2.613,0.096687
-2.614,0.096495
-2.615,0.096097
-2.616,0.096682
-2.617,0.096449
-2.618,0.096824
-2.619,0.096536
-2.62,0.096574
-2.621,0.096363
-2.622,0.096064
-2.623,0.095898
-2.624,0.09661
-2.625,0.095882
-2.626,0.096486
-2.627,0.096082
-2.628,0.096344
-2.629,0.095979
-2.63,0.095541
-2.631,0.097047
-2.632,0.095793
-2.633,0.095514
-2.634,0.096344
-2.635,0.0969
-2.636,0.096116
-2.637,0.095976
-2.638,0.096193
-2.639,0.097222
-2.64,0.097182
-2.641,0.096995
-2.642,0.096585
-2.643,0.09555
-2.644,0.095646
-2.645,0.09584
-2.646,0.096487
-2.647,0.095842
-2.648,0.096278
-2.649,0.095585
-2.65,0.09631
-2.651,0.096484
-2.652,0.094901
-2.653,0.095986
-2.654,0.096254
-2.655,0.097207
-2.656,0.096665
-2.657,0.095496
-2.658,0.096428
-2.659,0.095709
-2.66,0.097184
-2.661,0.095991
-2.662,0.096038
-2.663,0.095206
-2.664,0.0969
-2.665,0.096509
-2.666,0.096071
-2.667,0.095874
-2.668,0.095148
-2.669,0.095791
-2.67,0.097
-2.671,0.095681
-2.672,0.095632
-2.673,0.095726
-2.674,0.096172
-2.675,0.095792
-2.676,0.095888
-2.677,0.096116
-2.678,0.096203
-2.679,0.095911
-2.68,0.096623
-2.681,0.096541
-2.682,0.09635
-2.683,0.096264
-2.684,0.096285
-2.685,0.096242
-2.686,0.096881
-2.687,0.095229
-2.688,0.096511
-2.689,0.095197
-2.69,0.095661
-2.691,0.096599
-2.692,0.095308
-2.693,0.095885
-2.694,0.095939
-2.695,0.09545
-2.696,0.096083
-2.697,0.095479
-2.698,0.096479
-2.699,0.095645
-2.7,0.095907
-2.701,0.096316
-2.702,0.095806
-2.703,0.09556
-2.704,0.095772
-2.705,0.096341
-2.706,0.096448
-2.707,0.095697
-2.708,0.096408
-2.709,0.095998
-2.71,0.095736
-2.711,0.097053
-2.712,0.095938
-2.713,0.095568
-2.714,0.096134
-2.715,0.09602
-2.716,0.096199
-2.717,0.095885
-2.718,0.095888
-2.719,0.096332
-2.72,0.095635
-2.721,0.096545
-2.722,0.095848
-2.723,0.096133
-2.724,0.095915
-2.725,0.095706
-2.726,0.095937
-2.727,0.096703
-2.728,0.095837
-2.729,0.095865
-2.73,0.095719
-2.731,0.097168
-2.732,0.096374
-2.733,0.095834
-2.734,0.096606
-2.735,0.096178
-2.736,0.096541
-2.737,0.096597
-2.738,0.096216
-2.739,0.096291
-2.74,0.096983
-2.741,0.096989
-2.742,0.097164
-2.743,0.095695
-2.744,0.096942
-2.745,0.096466
-2.746,0.097149
-2.747,0.096566
-2.748,0.096286
-2.749,0.096593
-2.75,0.095975
-2.751,0.096977
-2.752,0.096023
-2.753,0.096811
-2.754,0.095676
-2.755,0.096501
-2.756,0.096788
-2.757,0.096862
-2.758,0.096487
-2.759,0.096635
-2.76,0.095607
-2.761,0.096079
-2.762,0.095736
-2.763,0.095954
-2.764,0.096763
-2.765,0.096474
-2.766,0.096613
-2.767,0.096649
-2.768,0.096637
-2.769,0.09612
-2.77,0.096485
-2.771,0.096095
-2.772,0.096122
-2.773,0.096626
-2.774,0.096724
-2.775,0.096897
-2.776,0.096419
-2.777,0.096542
-2.778,0.09539
-2.779,0.09675
-2.78,0.096718
-2.781,0.096486
-2.782,0.096547
-2.783,0.095967
-2.784,0.095611
-2.785,0.097161
-2.786,0.096125
-2.787,0.095154
-2.788,0.095257
-2.789,0.095439
-2.79,0.096019
-2.791,0.096271
-2.792,0.096364
-2.793,0.096487
-2.794,0.095903
-2.795,0.095839
-2.796,0.096816
-2.797,0.09676
-2.798,0.095999
-2.799,0.097013
-2.8,0.096776
-2.801,0.096953
-2.802,0.096463
-2.803,0.096463
-2.804,0.096657
-2.805,0.096322
-2.806,0.097403
-2.807,0.096543
-2.808,0.095959
-2.809,0.095831
-2.81,0.096607
-2.811,0.096889
-2.812,0.097405
-2.813,0.097789
-2.814,0.097162
-2.815,0.09708
-2.816,0.096245
-2.817,0.096988
-2.818,0.096914
-2.819,0.096048
-2.82,0.096956
-2.821,0.096657
-2.822,0.097075
-2.823,0.095866
-2.824,0.096762
-2.825,0.096529
-2.826,0.095937
-2.827,0.095667
-2.828,0.095842
-2.829,0.095652
-2.83,0.095832
-2.831,0.095919
-2.832,0.096651
-2.833,0.096686
-2.834,0.096942
-2.835,0.096857
-2.836,0.096496
-2.837,0.097786
-2.838,0.097598
-2.839,0.097161
-2.84,0.096662
-2.841,0.097117
-2.842,0.096138
-2.843,0.09662
-2.844,0.096215
-2.845,0.096558
-2.846,0.097088
-2.847,0.09672
-2.848,0.096617
-2.849,0.095893
-2.85,0.096224
-2.851,0.095966
-2.852,0.096813
-2.853,0.0967
-2.854,0.095888
-2.855,0.096819
-2.856,0.097096
-2.857,0.097052
-2.858,0.097059
-2.859,0.096437
-2.86,0.096257
-2.861,0.096792
-2.862,0.095921
-2.863,0.096555
-2.864,0.096603
-2.865,0.097382
-2.866,0.097226
-2.867,0.096677
-2.868,0.09605
-2.869,0.096522
-2.87,0.09709
-2.871,0.097388
-2.872,0.096821
-2.873,0.095573
-2.874,0.095773
-2.875,0.096653
-2.876,0.097243
-2.877,0.097072
-2.878,0.096703
-2.879,0.097784
-2.88,0.096951
-2.881,0.096663
-2.882,0.096788
-2.883,0.097301
-2.884,0.095903
-2.885,0.096693
-2.886,0.096149
-2.887,0.09716
-2.888,0.096632
-2.889,0.096149
-2.89,0.096807
-2.891,0.097884
-2.892,0.096785
-2.893,0.096742
-2.894,0.096326
-2.895,0.096534
-2.896,0.097286
-2.897,0.096974
-2.898,0.097221
-2.899,0.096245
-2.9,0.097398
-2.901,0.096359
-2.902,0.097368
-2.903,0.097168
-2.904,0.096891
-2.905,0.097491
-2.906,0.096815
-2.907,0.096583
-2.908,0.096864
-2.909,0.097313
-2.91,0.097064
-2.911,0.098018
-2.912,0.097753
-2.913,0.096966
-2.914,0.097482
-2.915,0.096563
-2.916,0.097725
-2.917,0.097384
-2.918,0.097995
-2.919,0.096812
-2.92,0.097563
-2.921,0.096737
-2.922,0.097497
-2.923,0.097144
-2.924,0.097066
-2.925,0.097207
-2.926,0.097291
-2.927,0.09704
-2.928,0.097298
-2.929,0.096962
-2.93,0.097091
-2.931,0.098253
-2.932,0.097274
-2.933,0.096713
-2.934,0.097348
-2.935,0.09642
-2.936,0.098013
-2.937,0.098675
-2.938,0.096807
-2.939,0.096739
-2.94,0.096941
-2.941,0.097784
-2.942,0.096472
-2.943,0.097099
-2.944,0.096518
-2.945,0.097618
-2.946,0.096388
-2.947,0.096548
-2.948,0.096471
-2.949,0.096817
-2.95,0.097039
-2.951,0.097084
-2.952,0.097651
-2.953,0.097431
-2.954,0.09641
-2.955,0.097377
-2.956,0.096604
-2.957,0.09663
-2.958,0.096575
-2.959,0.095948
-2.96,0.097296
-2.961,0.097187
-2.962,0.096684
-2.963,0.097419
-2.964,0.097215
-2.965,0.096737
-2.966,0.097312
-2.967,0.096787
-2.968,0.09563
-2.969,0.096949
-2.97,0.096687
-2.971,0.096704
-2.972,0.096735
-2.973,0.096206
-2.974,0.096976
-2.975,0.097385
-2.976,0.097503
-2.977,0.097539
-2.978,0.09661
-2.979,0.097573
-2.98,0.096529
-2.981,0.096624
-2.982,0.097351
-2.983,0.096514
-2.984,0.096447
-2.985,0.096551
-2.986,0.096497
-2.987,0.096955
-2.988,0.096575
-2.989,0.096789
-2.99,0.096644
-2.991,0.09786
-2.992,0.09641
-2.993,0.096479
-2.994,0.097328
-2.995,0.097678
-2.996,0.097928
-2.997,0.097568
-2.998,0.097114
-2.999,0.096736
-3,0.09762
